+Казань+Санкт-Петербург+Москва+Нижний Новгород+Владимир+Тула +Рязань+Липецк+Воронеж+Белгород+Смоленск+Тверь+Брянск+Ярославль+Кострома
Казань+0+0+0+394+0+0+0+0+0+0+0+0+0+0+766
Санкт-Петербург+0+0+0+0+0+0+0+0+0+0+750+523+1082.6+0+0
Москва+0+0+0+0+186+182+199+465+0+0+398.6+182+392+272+0
Нижний Новгород+394+0+0+0+242.3+0+435.7+0+0+0+0+0+0+1+0
Владимир+0+0+186+242.3+0+0+0+0+0+0+0+0+0+0+0
Тула+0+0+182+0+0+0+0+0+0+493.4+0+0+0+0+0
Рязань+0+0+199+435.7+0+0+0+265.6+0+0+0+0+0+0+0
Липецк+0+0+465+0+0+0+265.6+0+134+0+0+0+0+0+0
Воронеж+0+0+0+0+0+0+0+134+0+253.5+0+0+0+0+0
Белгород+0+0+0+0+0+493.4+0+0+253.5+0+0+0+419.4+0+0
Смоленск+0+750+398.6+0+0+0+0+0+0+0+0+0+252+0+0
Тверь+0+523+182+0+0+0+0+0+0+0+0+0+0+0+0
Брянск+0+1082.6+392+0+0+0+0+0+0+419.4+252+0+0+0+0
Ярославль+0+0+272+0+0+0+0+0+0+0+0+0+0+0+82
Кострома+766+0+0+0+0+0+0+0+0+0+0+0+0+82+0
